Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
15-Jul-08,4039.3,4040.7,3835.5,3861.1,142682247,6645.56
16-Jul-08,3861.55,3920.05,3790.2,3816.7,185428595,7472.88
17-Jul-08,3823.15,3968.75,3823.15,3947.2,180239171,7288.76
18-Jul-08,3962.95,4110.55,3926.3,4092.25,175068345,7895.21
21-Jul-08,4092.2,4168.15,4072.75,4159.5,136720904,6487.24
22-Jul-08,4158.45,4262.45,4137.95,4240.1,165666075,7560.41
23-Jul-08,4246.7,4491.55,4246.7,4476.8,233619126,11772.26
24-Jul-08,4476.2,4539.45,4385.85,4433.55,177026127,9273.39
25-Jul-08,4440.85,4440.85,4297.15,4311.85,161681204,8516
28-Jul-08,4282.25,4352.65,4282.25,4332.1,111107965,6373.98
29-Jul-08,4332.2,4332.2,4159.15,4189.85,125806260,6619.9
30-Jul-08,4191.2,4327,4191.2,4313.55,151936263,6961.45
31-Jul-08,4314.35,4342,4285.55,4332.95,199677047,8696.31
01-Aug-08,4331.6,4422.95,4235.7,4413.55,178077599,8847.63
04-Aug-08,4426.1,4436.15,4362.9,4395.35,131343663,6486.48
05-Aug-08,4395.8,4515.15,4376,4502.85,194984174,9605.56
06-Aug-08,4506.25,4615.9,4503.9,4517.55,175692787,10274.94
07-Aug-08,4515.25,4580.15,4493.7,4523.85,133711940,6889.61
08-Aug-08,4518.35,4546.35,4464,4529.5,114202272,6271.09
11-Aug-08,4529.35,4625.2,4529.35,4620.4,112939704,6625.21
12-Aug-08,4620.95,4649.85,4525.75,4552.25,123375933,7422.01
13-Aug-08,4548.05,4572.65,4497.25,4529.05,105825121,5839.48
14-Aug-08,4524.2,4529.8,4421.25,4430.7,95028617,5504.9
18-Aug-08,4430.7,4447.4,4379.85,4393.05,96897991,4985.84
19-Aug-08,4393.1,4393.7,4316.55,4368.25,96476193,4516.55
20-Aug-08,4365.45,4434.9,4365.45,4415.75,89434446,4425.1
21-Aug-08,4416.2,4418.55,4271.3,4283.85,91313625,4323.68
22-Aug-08,4283.85,4337,4248,4327.45,101435362,5226.24
25-Aug-08,4317.95,4398.8,4317.95,4335.35,79239792,3884.68
26-Aug-08,4335.2,4345.05,4283.3,4337.5,86937484,4775.57
27-Aug-08,4336.85,4364.25,4282.65,4292.1,84380597,4599.49
28-Aug-08,4290.75,4304.5,4201.85,4214,161197240,7578.62
29-Aug-08,4230.6,4368.8,4230.6,4360,111455760,5593.43
01-Sep-08,4356.1,4365,4281.35,4348.65,82996531,4220.01
02-Sep-08,4358.85,4522.4,4343.1,4504,129292702,6921.58
04-Sep-08,4512.95,4514.6,4419.45,4447.75,114713208,6535.5
05-Sep-08,4444.7,4444.7,4328.9,4352.3,108583037,6126.78
08-Sep-08,4358.3,4558,4358.3,4482.3,117351175,6615.67
09-Sep-08,4485.15,4497.5,4418.95,4468.7,95544721,5488.2
10-Sep-08,4467.5,4467.5,4382.35,4400.25,134790277,6781.74
11-Sep-08,4397.25,4399.3,4272.75,4290.3,116723061,6537.95
12-Sep-08,4291.6,4323.9,4200.15,4228.45,145748456,7980.37
15-Sep-08,4231.95,4237.25,3955.4,4072.9,147158815,7114
16-Sep-08,4072.55,4090.1,3919.35,4074.9,159518028,7727.19
17-Sep-08,4074.8,4116.7,3974.6,4008.25,153414046,7674.9
18-Sep-08,4005.25,4050.1,3799.55,4038.15,203882671,10125.95
19-Sep-08,4040.8,4262.65,4040.8,4245.25,206052260,10221.99
22-Sep-08,4248.95,4303.25,4202.4,4223.05,137082447,6859.81
23-Sep-08,4223.9,4224.7,4117.9,4126.9,125527290,6237.87
24-Sep-08,4125.75,4207.95,4115.85,4161.25,156072253,7260.87
25-Sep-08,4162.15,4172.6,4077.5,4110.55,217958856,9235.83
26-Sep-08,4108.75,4110.7,3970.35,3985.25,133851369,5968.78
29-Sep-08,3990.2,3997.55,3777.3,3850.05,187237452,8386.98
30-Sep-08,3848.7,3966.85,3715.05,3921.2,217095428,9659.09
01-Oct-08,3921.85,4000.5,3861.25,3950.75,149863209,6448.37
03-Oct-08,3953.55,3969.55,3804.85,3818.3,172679745,7919.46
06-Oct-08,3817.3,3820.85,3581.6,3602.35,157489980,6565.56
07-Oct-08,3606.95,3732.65,3537,3606.6,210246893,8291.13
08-Oct-08,3604.4,3604.4,3329.45,3513.65,228575994,8649.95
10-Oct-08,3502.05,3502.05,3198.95,3279.95,283977364,10857.92
13-Oct-08,3272.9,3510.2,3272.9,3490.7,195385035,7706.83
14-Oct-08,3494.1,3648.25,3491.5,3518.65,177533438,7429.54
15-Oct-08,3517.9,3518.5,3324.55,3338.4,163717675,6602.25
16-Oct-08,3333.85,3333.85,3099.9,3269.3,234077842,8631.26
17-Oct-08,3269.05,3335.95,3046.6,3074.35,194265455,7053.18
20-Oct-08,3108.2,3238.4,3058.95,3122.8,186324892,6544.53
21-Oct-08,3125.4,3254.85,3117.35,3234.9,225718997,7448.58
22-Oct-08,3234.7,3235.75,3051.8,3065.15,171324331,5622.57
23-Oct-08,3064.8,3085.1,2917.15,2943.15,234116773,7270.91
24-Oct-08,2936.25,2936.25,2525.05,2584,348595400,7843.42
27-Oct-08,2583.75,2585.3,2252.75,2524.2,341552313,7012.78
28-Oct-08,2526.2,2695.95,2526.2,2684.6,51206468,1038.24
29-Oct-08,2685.3,2781.25,2631.9,2697.05,361640496,8164.76
31-Oct-08,2696.3,2921.35,2696.3,2885.6,320836935,8963.96
03-Nov-08,2885.4,3062.05,2885.4,3043.85,240443755,6642.53
04-Nov-08,3050.25,3152.3,2985,3142.1,304637885,7478.44
05-Nov-08,3155.75,3240.55,2971,2994.95,305687563,8531.19
06-Nov-08,2998.45,3007.8,2860.25,2892.65,268176655,7178.24
07-Nov-08,2893.25,3010,2860.1,2973,246638152,6140.33
10-Nov-08,2973.3,3161.25,2973.3,3148.25,251108020,5985.46
11-Nov-08,3147.2,3147.2,2919.45,2938.65,221654127,5857.01
12-Nov-08,2937.9,2975.2,2794.95,2848.45,250791310,7010.66
14-Nov-08,2848,2938.8,2778.8,2810.35,257081847,7423.62
17-Nov-08,2813.4,2835.7,2694.5,2799.55,251219581,6367.92
18-Nov-08,2802.45,2802.45,2664.3,2683.15,220347375,5742.53
19-Nov-08,2682.75,2772.4,2617.9,2635,230509310,6447.35
20-Nov-08,2634.2,2634.2,2502.9,2553.15,204791432,5330.61
21-Nov-08,2553.6,2718.6,2539.8,2693.45,281247780,6700.25
24-Nov-08,2690.85,2740.35,2633.8,2708.25,236797126,5998.79
25-Nov-08,2708.3,2790.7,2638.2,2654,214273358,5619.27
26-Nov-08,2652.45,2762.6,2643.35,2752.25,269948758,6429.24
28-Nov-08,2745.7,2779,2690.3,2755.1,296322562,7237.78
01-Dec-08,2755.15,2832.85,2669.5,2682.9,257834565,6122.02
02-Dec-08,2672.9,2672.9,2570.7,2657.8,261046123,5651.31
03-Dec-08,2657.5,2693.65,2611.95,2656.45,282545081,5912.82
04-Dec-08,2656.5,2793.8,2646.35,2788,324695285,6538.53
05-Dec-08,2786.65,2821.15,2701.35,2714.4,319248265,6448.61
08-Dec-08,2714.7,2861.55,2714.7,2784,311403332,6951.99
10-Dec-08,2785.7,2940.15,2785.7,2928.25,370599341,8130.79
11-Dec-08,2934.05,2945.3,2861.55,2920.15,352245716,7844.91
12-Dec-08,2915.35,2936.8,2812.55,2921.35,284387903,7103.03
15-Dec-08,2917.9,3012.1,2917.9,2981.2,293737834,7133.08
16-Dec-08,2983.6,3052.55,2963.3,3041.75,270617321,6893.06
17-Dec-08,3040.45,3076.2,2943.5,2954.35,344614834,8567.6
18-Dec-08,2955.35,3072.55,2922.65,3060.75,377032468,9042.19
19-Dec-08,3063,3106.8,3036.3,3077.5,386314136,8344.82
22-Dec-08,3077.25,3110.45,3027.8,3039.3,315828829,6101.36
23-Dec-08,3039.25,3040,2957.05,2968.65,303129447,5705.38
24-Dec-08,2967.4,2968,2900.45,2916.85,380460882,6975.71
26-Dec-08,2919.85,2960.95,2844.8,2857.25,237935397,4558.9
29-Dec-08,2857.15,2931.8,2812.9,2922.2,335171811,6367.55
30-Dec-08,2922.55,2999.15,2899.75,2979.5,302749136,5819.5
